"X","X.1","X.2","X.3","X.4","X.5","Totals","Totals.1","Totals.2","Totals.3","Totals.4","Shooting","Shooting.1","Shooting.2","Per.Game","Per.Game.1","Per.Game.2","Per.Game.3","Advanced","Advanced.1","Advanced.2","Advanced.3","Team"
"2019","NBA","1","21","Brandon Clarke (↳MEM)","Gonzaga","258","5426","2689","1413","352",".598",".267",".699","21.0","10.4","5.5","1.4","20.9",".185","2.5","6.2","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"2018","NBA","2","53","Devon Hall","Virginia","11","81","20","7","13",".200",".235",".500","7.4","1.8","0.6","1.2","-0.2","-0.116","-6.7","-0.1","OKC"
"2018","NBA","2","57","Kevin Hervey","UT Arlington","10","52","17","12","5",".259",".150","","5.2","1.7","1.2","0.5","-0.1","-0.085","-5.1","0.0","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"2017","NBA","1","21","Terrance Ferguson","","204","4000","924","263","144",".404",".334",".753","19.6","4.5","1.3","0.7","4.4",".053","-4.0","-2.1","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"2015","NBA","1","14","Cameron Payne","Murray State","416","7454","3293","866","1361",".423",".372",".822","17.9","7.9","2.1","3.3","12.3",".079","-0.6","2.7","OKC"
"2015","NBA","2","48","Dakari Johnson","Kentucky","31","161","55","34","8",".564","",".550","5.2","1.8","1.1","0.3","0.6",".178","-0.3","0.1","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"2014","NBA","1","21","Mitch McGary","Michigan","52","557","227","183","17",".527",".000",".580","10.7","4.4","3.5","0.3","1.3",".108","-2.6","-0.1","OKC"
"2014","NBA","1","29","Josh Huestis","Stanford","76","1068","187","180","23",".346",".312",".240","14.1","2.5","2.4","0.3","0.7",".030","-3.5","-0.4","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"2013","NBA","1","12","Steven Adams","Pitt","713","19025","6537","5808","1087",".587",".067",".535","26.7","9.2","8.1","1.5","59.4",".150","0.5","12.1","OKC"
"2013","NBA","1","29","Archie Goodwin (↳GSW ↳PHO)","Kentucky","165","2396","1040","331","206",".429",".236",".700","14.5","6.3","2.0","1.2","1.1",".022","-3.0","-0.6","OKC"
"2013","NBA","2","32","Álex Abrines","","174","2777","924","248","88",".387",".368",".880","16.0","5.3","1.4","0.5","5.0",".086","-1.9","0.1","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"2012","NBA","1","28","Perry Jones","Baylor","143","1675","488","252","54",".420",".293",".660","11.7","3.4","1.8","0.4","1.7",".048","-3.5","-0.6","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"2011","NBA","1","24","Reggie Jackson","Boston College","859","21548","10733","2428","3573",".423",".345",".854","25.1","12.5","2.8","4.2","36.3",".081","-0.6","7.6","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"2010","NBA","1","18","Eric Bledsoe (↳LAC)","Kentucky","756","21021","10348","2937","3545",".452",".336",".784","27.8","13.7","3.9","4.7","46.1",".105","1.6","18.8","OKC"
"2010","NBA","1","21","Craig Brackins (↳NOH ↳PHI)","Iowa State","17","121","30","19","9",".265",".214",".500","7.1","1.8","1.1","0.5","-0.2","-0.089","-9.9","-0.2","OKC"
"2010","NBA","1","26","Quincy Pondexter (↳NOH)","Washington","355","5530","1609","640","263",".423",".356",".746","15.6","4.5","1.8","0.7","9.7",".084","-1.8","0.3","OKC"
"2010","NBA","2","51","Magnum Rolle (↳IND)","Louisiana Tech","","","","","","","","","","","","","","","","","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"2009","NBA","1","3","James Harden","Arizona State","1088","37780","26210","6140","7769",".440",".363",".861","34.7","24.1","5.6","7.1","167.7",".213","6.5","80.7","OKC"
"2009","NBA","1","25","Rodrigue Beaubois (↳DAL)","","182","2896","1286","338","374",".439",".325",".810","15.9","7.1","1.9","2.1","4.8",".079","-0.1","1.4","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"2008","NBA","1","4","Russell Westbrook","UCLA","1175","39404","25351","8365","9546",".438",".304",".775","33.5","21.6","7.1","8.1","110.8",".135","3.8","57.9","OKC"
"2008","NBA","1","24","Serge Ibaka","","919","25127","11028","6513","749",".513",".359",".757","27.3","12.0","7.1","0.8","73.0",".139","0.5","15.7","OKC"
"2008","NBA","2","32","Walter Sharpe (↳DET)","UAB","8","20","8","3","0",".364",".000",".000","2.5","1.0","0.4","0.0","-0.1","-0.131","-10.1","0.0","OKC"
"2008","NBA","2","46","Trent Plaisted (↳DET)","BYU","","","","","","","","","","","","","","","","","OKC"
"2008","NBA","2","50","DeVon Hardin","California","","","","","","","","","","","","","","","","","OKC"
"2008","NBA","2","56","Sasha Kaun","Kansas","25","95","23","26","3",".529","",".455","3.8","0.9","1.0","0.1","0.2",".096","-2.8","0.0","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"2007","NBA","1","2","Kevin Durant","Texas","1070","39321","29172","7513","4676",".501",".387",".884","36.7","27.3","7.0","4.4","171.1",".209","6.6","85.1","OKC"
"2007","NBA","2","31","Carl Landry (↳HOU)","Purdue","513","11524","5541","2533","355",".535",".300",".785","22.5","10.8","4.9","0.7","35.9",".149","-0.3","5.0","OKC"
"2007","NBA","2","35","Glen Davis (↳BOS)","LSU","514","10865","4111","2236","457",".447",".182",".700","21.1","8.0","4.4","0.9","18.6",".082","-2.6","-1.7","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"2006","NBA","1","10","Mouhamed Sene","","47","260","103","75","1",".427","",".589","5.5","2.2","1.6","0.0","0.3",".052","-5.1","-0.2","OKC"
"2006","NBA","2","40","Denham Brown","UConn","","","","","","","","","","","","","","","","","OKC"
"2006","NBA","2","53","Yotam Halperin","","","","","","","","","","","","","","","","","","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"2005","NBA","1","25","Johan Petro","","473","7262","2202","1836","227",".462",".154",".678","15.4","4.7","3.9","0.5","5.5",".037","-4.6","-4.6","OKC"
"2005","NBA","2","48","Mickaël Gelabale","","145","2348","670","330","115",".470",".316",".815","16.2","4.6","2.3","0.8","3.0",".062","-2.1","0.0","OKC"
"2005","NBA","2","55","Lawrence Roberts (↳MEM)","Mississippi State","87","1150","334","310","35",".452",".000",".688","13.2","3.8","3.6","0.4","2.5",".106","-1.9","0.0","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"2004","NBA","1","12","Robert Swift","","97","1500","416","376","20",".506","",".610","15.5","4.3","3.9","0.2","1.7",".054","-3.8","-0.7","OKC"
"2004","NBA","2","35","Andre Emmett (↳MEM)","Texas Tech","14","73","20","8","1",".462",".000",".615","5.2","1.4","0.6","0.1","0.1",".040","-5.5","-0.1","OKC"
"2004","NBA","2","41","David Young","NC Central","","","","","","","","","","","","","","","","","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"2003","NBA","1","12","Nick Collison","Kansas","910","18603","5359","4701","939",".534",".208",".723","20.4","5.9","5.2","1.0","44.5",".115","-1.3","3.1","OKC"
"2003","NBA","1","14","Luke Ridnour","Oregon","830","21623","7740","1877","3713",".431",".349",".862","26.1","9.3","2.3","4.5","36.0",".080","-0.6","7.5","OKC"
"2003","NBA","2","41","Willie Green (↳PHI)","Detroit Mercy","731","14783","6059","1303","1018",".425",".346",".765","20.2","8.3","1.8","1.4","12.9",".042","-2.7","-2.7","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"2002","NBA","2","49","Peter Fehse","","","","","","","","","","","","","","","","","","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"2001","NBA","1","12","Vladimir Radmanović","","737","16164","5879","2784","998",".415",".378",".758","21.9","8.0","3.8","1.4","26.5",".079","-0.1","7.6","OKC"
"2001","NBA","2","40","Earl Watson","UCLA","878","19494","5593","1985","3871",".411",".324",".703","22.2","6.4","2.3","4.4","19.2",".047","-1.4","2.8","OKC"
"2001","NBA","2","42","Bobby Simmons (↳WAS)","DePaul","466","11513","4189","1791","710",".437",".396",".823","24.7","9.0","3.8","1.5","20.1",".084","-0.7","3.6","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"2000","NBA","1","17","Desmond Mason","Oklahoma State","643","19641","7767","2863","1049",".449",".260",".740","30.5","12.1","4.5","1.6","23.1",".056","-2.4","-2.1","OKC"
"2000","NBA","2","42","Olumide Oyedeji","","93","587","127","196","11",".495","",".659","6.3","1.4","2.1","0.1","1.2",".095","-4.3","-0.3","OKC"
"2000","NBA","2","47","Josip Sesar (↳BOS)","","","","","","","","","","","","","","","","","","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"1999","NBA","1","13","Corey Maggette (↳ORL)","Duke","827","23358","13198","4022","1696",".453",".324",".822","28.2","16.0","4.9","2.1","62.2",".128","0.3","13.3","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"1998","NBA","1","27","Vladimir Stepania","","270","3726","1118","1180","94",".425",".133",".536","13.8","4.1","4.4","0.3","5.2",".067","-3.3","-1.2","OKC"
"1998","NBA","2","32","Rashard Lewis","","1049","33541","15579","5433","1765",".452",".386",".805","32.0","14.9","5.2","1.7","90.9",".130","1.9","33.1","OKC"
"1998","NBA","2","33","Jelani McCoy","UCLA","260","3824","1200","921","135",".539","",".490","14.7","4.6","3.5","0.5","5.1",".064","-2.9","-0.9","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"1997","NBA","1","23","Bobby Jackson (↳DEN)","Minnesota","755","16790","7344","2347","1945",".417",".354",".793","22.2","9.7","3.1","2.6","31.4",".090","0.4","10.0","OKC"
"1997","NBA","2","41","Eddie Elisma","Georgia Tech","","","","","","","","","","","","","","","","","OKC"
"1997","NBA","2","55","Mark Blount","Pitt","605","13981","4941","2784","513",".504",".359",".723","23.1","8.2","4.6","0.8","18.8",".065","-2.7","-2.5","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"1996","NBA","2","35","Joseph Blair","Arizona","","","","","","","","","","","","","","","","","OKC"
"1996","NBA","2","45","Joe Vogel","Colorado State","","","","","","","","","","","","","","","","","OKC"
"1996","NBA","2","47","Ron Riley (↳DET)","Arizona State","","","","","","","","","","","","","","","","","OKC"
"1996","NBA","2","57","Drew Barry","Georgia Tech","60","598","134","67","111",".417",".381",".774","10.0","2.2","1.1","1.9","0.6",".051","-3.5","-0.2","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"1995","NBA","1","26","Sherell Ford","University of Illinois at Chicago","28","139","90","24","5",".375",".160",".765","5.0","3.2","0.9","0.2","0.4",".124","-5.2","-0.1","OKC"
"1995","NBA","2","54","Eurelijus Žukauskas (↳MIL)","","","","","","","","","","","","","","","","","","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"1994","NBA","1","11","Carlos Rogers (↳GSW)","Tennessee State","298","5654","2196","1272","182",".536",".258",".562","19.0","7.4","4.3","0.6","11.1",".095","-1.0","1.5","OKC"
"1994","NBA","2","37","Dontonio Wingfield","Cincinnati","114","1146","423","275","76",".389",".309",".721","10.1","3.7","2.4","0.7","1.8",".074","-2.6","-0.2","OKC"
"1994","NBA","2","54","Željko Rebrača (↳MIN)","","215","3280","1276","688","88",".527","",".792","15.3","5.9","3.2","0.4","8.3",".121","-2.2","-0.2","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"1993","NBA","1","23","Ervin Johnson","New Orleans","845","16989","3473","5148","387",".505",".200",".605","20.1","4.1","6.1","0.5","37.8",".107","-1.4","2.6","OKC"
"1993","NBA","2","42","Adonis Jordan","Kansas","10","97","21","6","22",".296",".250",".500","9.7","2.1","0.6","2.2","0.0","-0.015","-2.9","0.0","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"1992","NBA","1","17","Doug Christie","Pepperdine","827","26079","9301","3382","2992",".426",".354",".821","31.5","11.2","4.1","3.6","55.7",".102","1.1","20.7","OKC"
"1992","NBA","2","45","Chris King","Wake Forest","103","2058","693","311","116",".423",".383",".633","20.0","6.7","3.0","1.1","1.0",".023","-2.8","-0.4","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"1991","NBA","1","14","Rich King","Nebraska","72","309","135","74","21",".393",".000",".662","4.3","1.9","1.0","0.3","0.2",".036","-6.9","-0.4","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"1990","NBA","1","2","Gary Payton","Oregon State","1335","47117","21813","5269","8966",".466",".317",".729","35.3","16.3","3.9","6.7","145.5",".148","3.3","62.5","OKC"
"1990","NBA","2","38","Jud Buechler (↳NJN)","Arizona","720","8444","2385","1266","560",".433",".366",".633","11.7","3.3","1.8","0.8","16.5",".094","-0.1","4.0","OKC"
"1990","NBA","2","53","Abdul Shamsid-Deen","Providence","","","","","","","","","","","","","","","","","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"1989","NBA","1","16","Dana Barros","Boston College","850","19480","8901","1609","2837",".460",".411",".858","22.9","10.5","1.9","3.3","49.6",".122","1.7","18.1","OKC"
"1989","NBA","1","17","Shawn Kemp","Trinity Valley CC","1051","29293","15347","8834","1704",".488",".277",".741","27.9","14.6","8.4","1.6","89.5",".147","0.6","19.4","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"1988","NBA","1","15","Gary Grant (↳LAC)","Michigan","552","12602","4368","1283","3013",".450",".278",".776","22.8","7.9","2.3","5.5","12.0",".046","-0.8","3.7","OKC"
"1988","NBA","3","65","Corey Gaines","Loyola Marymount","80","1002","248","69","247",".424",".229",".736","12.5","3.1","0.9","3.1","1.1",".052","-2.3","-0.1","OKC"
"Year","Lg","Rd","Pk","Player","College","G","MP","PTS","TRB","AST","FG%","3P%","FT%","MP","PTS","TRB","AST","WS","WS/48","BPM","VORP","OKC"
"1987","NBA","1","5","Scottie Pippen (↳CHI)","University of Central Arkansas","1178","41069","18940","7494","6135",".473",".326",".704","34.9","16.1","6.4","5.2","125.1",".146","4.1","63.2","OKC"
"1987","NBA","1","9","Derrick McKey","Alabama","937","27229","10266","4387","2254",".486",".316",".779","29.1","11.0","4.7","2.4","61.8",".109","1.0","20.4","OKC"
"1987","NBA","3","55","Tommy Amaker","Duke","","","","","","","","","","","","","","","","","OKC"
"1987","NBA","4","78","Todd Linder","University of Tampa","","","","","","","","","","","","","","","","","OKC"
"1987","NBA","5","101","Michael Tait","Clemson","","","","","","","","","","","","","","","","","OKC"
"1987","NBA","6","124","Tom Gneiting","BYU","","","","","","","","","","","","","","","","","OKC"
